week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Open,High,Low,Close,Volume,Close_change
2022-02-13,"Perry, Iowa",Ohio State football,Powerball,Nick Saban retiring,Jim Harbaugh,Adan Canto,New Year's Day,Vince McMahon,Kansas City Chiefs,Adam Harrison,NFL Games Today,Oscar nominations 2024,Dallas Cowboys,Jason Kelce retire,Alabama vs Michigan,Super Bowl 2024,NFL playoff picture,Penn State football,Ecuador,Dexter King,Lipid,Pete Carroll,Rickey Smiley,Doc Rivers,Super Bowl,13768.9697265625,14163.73046875,13465.5595703125,13548.0703125,21783060000,-243.080078125
2022-02-20,NFL Games Today,Ohio State football,Adan Canto,Jason Kelce retire,Oscar nominations 2024,"Perry, Iowa",Alabama vs Michigan,Adam Harrison,Kansas City Chiefs,New Year's Day,Nick Saban retiring,Powerball,Dallas Cowboys,Vince McMahon,Jim Harbaugh,Super Bowl 2024,Ecuador,Rickey Smiley,NFL playoff picture,Super Bowl,Penn State football,Lipid,Doc Rivers,Dexter King,Pete Carroll,13424.3603515625,13696.8603515625,12587.8798828125,13694.6201171875,20297420000,146.5498046875
2022-02-27,Dallas Cowboys,Alabama vs Michigan,New Year's Day,Adan Canto,Ohio State football,Kansas City Chiefs,Super Bowl 2024,Powerball,"Perry, Iowa",Adam Harrison,Nick Saban retiring,Jim Harbaugh,Jason Kelce retire,NFL Games Today,Vince McMahon,Oscar nominations 2024,NFL playoff picture,Super Bowl,Dexter King,Lipid,Pete Carroll,Doc Rivers,Penn State football,Rickey Smiley,Ecuador,13570.830078125,13837.58984375,13224.98046875,13313.4404296875,27742350000,-381.1796875
2022-03-06,Oscar nominations 2024,Ohio State football,Vince McMahon,Adam Harrison,Jason Kelce retire,Adan Canto,"Perry, Iowa",Jim Harbaugh,Super Bowl 2024,NFL Games Today,Powerball,Nick Saban retiring,Dallas Cowboys,Alabama vs Michigan,New Year's Day,Kansas City Chiefs,Super Bowl,Penn State football,Rickey Smiley,Dexter King,Doc Rivers,Lipid,Ecuador,Pete Carroll,NFL playoff picture,13328.3603515625,13353.2802734375,12670.080078125,12843.8095703125,28635340000,-469.630859375
2022-03-13,NFL Games Today,Super Bowl 2024,Vince McMahon,"Perry, Iowa",Dallas Cowboys,Jason Kelce retire,New Year's Day,Jim Harbaugh,Powerball,Ohio State football,Adan Canto,Nick Saban retiring,Oscar nominations 2024,Alabama vs Michigan,Adam Harrison,Kansas City Chiefs,Lipid,Penn State football,Doc Rivers,Ecuador,Pete Carroll,Super Bowl,Rickey Smiley,Dexter King,NFL playoff picture,12795.1201171875,13899.2802734375,12555.349609375,13893.83984375,31630400000,1050.0302734375
2022-03-20,Vince McMahon,"Perry, Iowa",Adam Harrison,Powerball,Jim Harbaugh,Dallas Cowboys,Alabama vs Michigan,Adan Canto,Kansas City Chiefs,NFL Games Today,Oscar nominations 2024,Super Bowl 2024,Jason Kelce retire,Nick Saban retiring,Ohio State football,New Year's Day,Super Bowl,Penn State football,Ecuador,Lipid,Doc Rivers,Pete Carroll,Rickey Smiley,NFL playoff picture,Dexter King,13860.3896484375,14218.759765625,13682.5498046875,14169.2998046875,26877890000,275.4599609375
2022-03-27,Dallas Cowboys,Vince McMahon,Alabama vs Michigan,"Perry, Iowa",New Year's Day,Jason Kelce retire,Powerball,Oscar nominations 2024,Jim Harbaugh,Super Bowl 2024,Kansas City Chiefs,Ohio State football,Nick Saban retiring,NFL Games Today,Adan Canto,Adam Harrison,Dexter King,Super Bowl,Penn State football,Ecuador,NFL playoff picture,Lipid,Rickey Smiley,Doc Rivers,Pete Carroll,14177.2099609375,14646.900390625,14101.33984375,14261.5,27126270000,92.2001953125
2022-04-03,Adan Canto,New Year's Day,Dallas Cowboys,Ohio State football,Alabama vs Michigan,Jim Harbaugh,Oscar nominations 2024,NFL Games Today,Vince McMahon,Adam Harrison,Powerball,"Perry, Iowa",Nick Saban retiring,Kansas City Chiefs,Super Bowl 2024,Jason Kelce retire,Ecuador,Pete Carroll,Doc Rivers,Penn State football,Lipid,Rickey Smiley,Dexter King,Super Bowl,NFL playoff picture,14304.349609375,14534.3798828125,13689.23046875,13711.0,24148400000,-550.5
2022-04-10,Alabama vs Michigan,Adam Harrison,Super Bowl 2024,Adan Canto,Ohio State football,Oscar nominations 2024,Vince McMahon,Jim Harbaugh,"Perry, Iowa",Dallas Cowboys,NFL Games Today,Kansas City Chiefs,Nick Saban retiring,Jason Kelce retire,New Year's Day,Powerball,Pete Carroll,NFL playoff picture,Ecuador,Dexter King,Rickey Smiley,Lipid,Penn State football,Doc Rivers,Super Bowl,13547.2900390625,13685.9501953125,13317.740234375,13351.080078125,19490360000,-359.919921875
2022-04-17,Vince McMahon,Super Bowl 2024,Kansas City Chiefs,Ohio State football,Adan Canto,Oscar nominations 2024,Adam Harrison,Dallas Cowboys,"Perry, Iowa",NFL Games Today,Alabama vs Michigan,Jim Harbaugh,Nick Saban retiring,Powerball,New Year's Day,Jason Kelce retire,NFL playoff picture,Doc Rivers,Lipid,Rickey Smiley,Penn State football,Ecuador,Pete Carroll,Super Bowl,Dexter King,13319.3896484375,13710.7001953125,12828.01953125,12839.2900390625,23315200000,-511.7900390625
2022-04-24,Jim Harbaugh,Powerball,Alabama vs Michigan,Dallas Cowboys,New Year's Day,Adan Canto,Super Bowl 2024,"Perry, Iowa",Ohio State football,Kansas City Chiefs,Oscar nominations 2024,Nick Saban retiring,NFL Games Today,Vince McMahon,Jason Kelce retire,Adam Harrison,Penn State football,Ecuador,Lipid,Pete Carroll,Doc Rivers,Rickey Smiley,NFL playoff picture,Dexter King,Super Bowl,12749.169921875,13011.4501953125,12315.740234375,12334.6396484375,24624260000,-504.650390625
2022-05-01,Adan Canto,Alabama vs Michigan,Jim Harbaugh,Dallas Cowboys,Oscar nominations 2024,Ohio State football,Kansas City Chiefs,"Perry, Iowa",New Year's Day,Super Bowl 2024,Nick Saban retiring,Vince McMahon,Adam Harrison,Powerball,Jason Kelce retire,NFL Games Today,Ecuador,Super Bowl,Penn State football,Doc Rivers,Rickey Smiley,Dexter King,Pete Carroll,Lipid,NFL playoff picture,12331.6904296875,12985.009765625,11990.150390625,12144.66015625,25596970000,-189.9794921875
2022-05-08,Alabama vs Michigan,Kansas City Chiefs,Oscar nominations 2024,"Perry, Iowa",Vince McMahon,Super Bowl 2024,Adam Harrison,Adan Canto,Nick Saban retiring,New Year's Day,Jim Harbaugh,Ohio State football,NFL Games Today,Dallas Cowboys,Jason Kelce retire,Powerball,Penn State football,Ecuador,Doc Rivers,Dexter King,NFL playoff picture,Lipid,Super Bowl,Pete Carroll,Rickey Smiley,11923.0302734375,11990.6103515625,11108.759765625,11805.0,30883260000,-339.66015625
2022-05-15,Jim Harbaugh,Alabama vs Michigan,NFL Games Today,Ohio State football,Dallas Cowboys,"Perry, Iowa",Powerball,Oscar nominations 2024,Nick Saban retiring,Jason Kelce retire,Super Bowl 2024,New Year's Day,Vince McMahon,Kansas City Chiefs,Adam Harrison,Adan Canto,Penn State football,Ecuador,Doc Rivers,Pete Carroll,Lipid,Rickey Smiley,NFL playoff picture,Dexter King,Super Bowl,11727.1396484375,11988.4296875,11035.6904296875,11354.6201171875,25677110000,-450.3798828125
2022-05-22,Vince McMahon,Adam Harrison,Super Bowl 2024,Jim Harbaugh,Ohio State football,New Year's Day,Adan Canto,Oscar nominations 2024,Kansas City Chiefs,Alabama vs Michigan,NFL Games Today,Powerball,"Perry, Iowa",Nick Saban retiring,Dallas Cowboys,Jason Kelce retire,Pete Carroll,Penn State football,Super Bowl,Ecuador,Rickey Smiley,Lipid,Doc Rivers,NFL playoff picture,Dexter King,11396.2802734375,12131.66015625,11092.48046875,12131.1298828125,23262840000,776.509765625
2022-05-29,Ohio State football,Jim Harbaugh,Vince McMahon,Oscar nominations 2024,Alabama vs Michigan,Kansas City Chiefs,Super Bowl 2024,Dallas Cowboys,Adan Canto,"Perry, Iowa",Adam Harrison,New Year's Day,Jason Kelce retire,Powerball,Nick Saban retiring,NFL Games Today,Dexter King,Doc Rivers,Penn State football,Pete Carroll,Super Bowl,Ecuador,Lipid,NFL playoff picture,Rickey Smiley,12137.5400390625,12320.1201171875,11901.4296875,12012.73046875,19341280000,-118.3994140625
2022-06-05,Oscar nominations 2024,Dallas Cowboys,Ohio State football,Nick Saban retiring,New Year's Day,Vince McMahon,"Perry, Iowa",Kansas City Chiefs,Adam Harrison,Alabama vs Michigan,Super Bowl 2024,Jim Harbaugh,NFL Games Today,Adan Canto,Powerball,Jason Kelce retire,Ecuador,Super Bowl,Penn State football,NFL playoff picture,Pete Carroll,Lipid,Rickey Smiley,Doc Rivers,Dexter King,12200.330078125,12245.400390625,11328.26953125,11340.01953125,24327710000,-672.7109375
2022-06-12,Oscar nominations 2024,Kansas City Chiefs,New Year's Day,Super Bowl 2024,Jason Kelce retire,Jim Harbaugh,Dallas Cowboys,Ohio State football,"Perry, Iowa",Vince McMahon,Powerball,NFL Games Today,Adam Harrison,Adan Canto,Nick Saban retiring,Alabama vs Michigan,Dexter King,Lipid,Super Bowl,NFL playoff picture,Ecuador,Rickey Smiley,Doc Rivers,Pete Carroll,Penn State football,10986.849609375,11244.259765625,10565.1396484375,10798.349609375,29275170000,-541.669921875
2022-06-19,NFL Games Today,Vince McMahon,Oscar nominations 2024,Jim Harbaugh,Dallas Cowboys,Adan Canto,New Year's Day,Adam Harrison,Alabama vs Michigan,Powerball,Kansas City Chiefs,Jason Kelce retire,Super Bowl 2024,Nick Saban retiring,"Perry, Iowa",Ohio State football,Dexter King,Ecuador,Super Bowl,NFL playoff picture,Pete Carroll,Rickey Smiley,Penn State football,Doc Rivers,Lipid,10974.0498046875,11613.23046875,10938.0595703125,11607.6201171875,25190770000,809.2705078125
2022-06-26,Oscar nominations 2024,New Year's Day,Vince McMahon,Adam Harrison,Alabama vs Michigan,Jim Harbaugh,Super Bowl 2024,NFL Games Today,"Perry, Iowa",Ohio State football,Powerball,Adan Canto,Kansas City Chiefs,Dallas Cowboys,Jason Kelce retire,Nick Saban retiring,Lipid,Ecuador,NFL playoff picture,Super Bowl,Dexter King,Penn State football,Doc Rivers,Pete Carroll,Rickey Smiley,11661.01953125,11677.490234375,10850.009765625,11127.849609375,26652190000,-479.7705078125
2022-07-03,Oscar nominations 2024,Nick Saban retiring,NFL Games Today,New Year's Day,Super Bowl 2024,"Perry, Iowa",Dallas Cowboys,Jason Kelce retire,Powerball,Ohio State football,Adam Harrison,Adan Canto,Vince McMahon,Kansas City Chiefs,Jim Harbaugh,Alabama vs Michigan,Super Bowl,Ecuador,Rickey Smiley,Penn State football,Dexter King,Pete Carroll,Doc Rivers,Lipid,NFL playoff picture,10964.1796875,11689.7001953125,10911.4501953125,11635.3095703125,19116360000,507.4599609375
2022-07-10,New Year's Day,Super Bowl 2024,Kansas City Chiefs,Powerball,Nick Saban retiring,"Perry, Iowa",Ohio State football,Jim Harbaugh,Adam Harrison,Vince McMahon,Jason Kelce retire,Alabama vs Michigan,Oscar nominations 2024,NFL Games Today,Adan Canto,Dallas Cowboys,Super Bowl,NFL playoff picture,Doc Rivers,Ecuador,Lipid,Rickey Smiley,Dexter King,Penn State football,Pete Carroll,11524.490234375,11541.099609375,11005.9296875,11452.419921875,21963960000,-182.8896484375
2022-07-17,Vince McMahon,Alabama vs Michigan,Dallas Cowboys,Kansas City Chiefs,"Perry, Iowa",Oscar nominations 2024,Jim Harbaugh,Adan Canto,Adam Harrison,Nick Saban retiring,Powerball,Ohio State football,Super Bowl 2024,New Year's Day,Jason Kelce retire,NFL Games Today,Super Bowl,Penn State football,Doc Rivers,NFL playoff picture,Pete Carroll,Lipid,Rickey Smiley,Ecuador,Dexter King,11561.6396484375,12093.01953125,11322.83984375,11834.1103515625,25230550000,381.6904296875
2022-07-24,Adam Harrison,Kansas City Chiefs,Vince McMahon,Ohio State football,"Perry, Iowa",Alabama vs Michigan,Adan Canto,Jim Harbaugh,NFL Games Today,Nick Saban retiring,Oscar nominations 2024,Powerball,Jason Kelce retire,Super Bowl 2024,Dallas Cowboys,New Year's Day,Doc Rivers,Super Bowl,Ecuador,Rickey Smiley,Dexter King,Pete Carroll,Penn State football,NFL playoff picture,Lipid,11837.9599609375,12426.259765625,11533.3701171875,12390.6904296875,23117120000,556.580078125
2022-07-31,Kansas City Chiefs,Alabama vs Michigan,Ohio State football,Jason Kelce retire,Nick Saban retiring,NFL Games Today,"Perry, Iowa",Super Bowl 2024,Oscar nominations 2024,Powerball,Vince McMahon,Dallas Cowboys,Adam Harrison,New Year's Day,Adan Canto,Jim Harbaugh,Penn State football,NFL playoff picture,Rickey Smiley,Super Bowl,Pete Carroll,Dexter King,Doc Rivers,Ecuador,Lipid,12317.9599609375,12736.1904296875,12260.48046875,12657.5498046875,25219290000,266.859375
2022-08-07,"Perry, Iowa",Nick Saban retiring,Super Bowl 2024,New Year's Day,Oscar nominations 2024,Ohio State football,Adam Harrison,NFL Games Today,Adan Canto,Jason Kelce retire,Alabama vs Michigan,Dallas Cowboys,Kansas City Chiefs,Vince McMahon,Jim Harbaugh,Powerball,Penn State football,Ecuador,Dexter King,Lipid,Pete Carroll,Super Bowl,NFL playoff picture,Doc Rivers,Rickey Smiley,12703.7197265625,13047.1904296875,12438.8603515625,13047.1904296875,26340720000,389.640625
2022-08-14,Jason Kelce retire,Dallas Cowboys,Kansas City Chiefs,"Perry, Iowa",Oscar nominations 2024,Alabama vs Michigan,Adan Canto,NFL Games Today,Super Bowl 2024,New Year's Day,Adam Harrison,Jim Harbaugh,Ohio State football,Powerball,Vince McMahon,Nick Saban retiring,Penn State football,Ecuador,Lipid,Rickey Smiley,Super Bowl,Pete Carroll,NFL playoff picture,Doc Rivers,Dexter King,12996.6298828125,13181.08984375,12674.8701171875,12705.2197265625,24086490000,-341.970703125
2022-08-21,Ohio State football,Dallas Cowboys,Super Bowl 2024,Nick Saban retiring,Powerball,Jim Harbaugh,"Perry, Iowa",NFL Games Today,Jason Kelce retire,Kansas City Chiefs,Adam Harrison,Oscar nominations 2024,Alabama vs Michigan,Vince McMahon,Adan Canto,New Year's Day,Penn State football,Dexter King,Ecuador,Super Bowl,Doc Rivers,Lipid,Rickey Smiley,NFL playoff picture,Pete Carroll,12523.16015625,12655.83984375,12141.51953125,12141.7099609375,20877800000,-563.509765625
2022-08-28,Vince McMahon,Adan Canto,Super Bowl 2024,Powerball,Adam Harrison,"Perry, Iowa",Oscar nominations 2024,Alabama vs Michigan,Dallas Cowboys,Jim Harbaugh,Nick Saban retiring,Kansas City Chiefs,NFL Games Today,Ohio State football,Jason Kelce retire,New Year's Day,Lipid,Penn State football,NFL playoff picture,Super Bowl,Pete Carroll,Ecuador,Doc Rivers,Rickey Smiley,Dexter King,12021.0498046875,12124.8701171875,11546.51953125,11630.8603515625,22893680000,-510.849609375
2022-09-04,Ohio State football,Adan Canto,Jim Harbaugh,Alabama vs Michigan,Super Bowl 2024,Oscar nominations 2024,Nick Saban retiring,Kansas City Chiefs,NFL Games Today,Adam Harrison,Dallas Cowboys,Powerball,Vince McMahon,New Year's Day,Jason Kelce retire,"Perry, Iowa",Ecuador,Rickey Smiley,Pete Carroll,Penn State football,Dexter King,Lipid,NFL playoff picture,Doc Rivers,Super Bowl,11643.0302734375,12132.669921875,11471.5,12112.3095703125,17800080000,481.44921875
2022-09-11,Vince McMahon,Oscar nominations 2024,Jim Harbaugh,Adan Canto,Super Bowl 2024,Alabama vs Michigan,New Year's Day,Kansas City Chiefs,Nick Saban retiring,"Perry, Iowa",Ohio State football,Jason Kelce retire,Adam Harrison,Dallas Cowboys,Powerball,NFL Games Today,Penn State football,Pete Carroll,Dexter King,NFL playoff picture,Doc Rivers,Rickey Smiley,Super Bowl,Ecuador,Lipid,12174.9404296875,12270.1904296875,11316.919921875,11448.400390625,26454340000,-663.9091796875
2022-09-18,Vince McMahon,New Year's Day,Oscar nominations 2024,Ohio State football,Super Bowl 2024,"Perry, Iowa",Alabama vs Michigan,Adan Canto,Powerball,Adam Harrison,Jason Kelce retire,Kansas City Chiefs,Nick Saban retiring,NFL Games Today,Dallas Cowboys,Jim Harbaugh,Penn State football,Super Bowl,NFL playoff picture,Ecuador,Doc Rivers,Rickey Smiley,Pete Carroll,Dexter King,Lipid,11338.5703125,11613.5703125,10732.7197265625,10867.9296875,22718590000,-580.470703125
2022-09-25,Adan Canto,Vince McMahon,Alabama vs Michigan,Kansas City Chiefs,Super Bowl 2024,"Perry, Iowa",New Year's Day,Jason Kelce retire,Jim Harbaugh,Oscar nominations 2024,Nick Saban retiring,NFL Games Today,Powerball,Adam Harrison,Ohio State football,Dallas Cowboys,Rickey Smiley,Ecuador,Pete Carroll,Super Bowl,Lipid,NFL playoff picture,Penn State football,Dexter King,Doc Rivers,10833.3798828125,11101.5,10572.330078125,10575.6201171875,22865220000,-292.3095703125
2022-10-02,Ohio State football,Jason Kelce retire,New Year's Day,"Perry, Iowa",Super Bowl 2024,Alabama vs Michigan,Kansas City Chiefs,NFL Games Today,Dallas Cowboys,Oscar nominations 2024,Vince McMahon,Jim Harbaugh,Nick Saban retiring,Adam Harrison,Adan Canto,Powerball,Dexter King,Penn State football,NFL playoff picture,Super Bowl,Pete Carroll,Ecuador,Rickey Smiley,Lipid,Doc Rivers,10659.009765625,11230.4404296875,10577.8896484375,10652.400390625,22569590000,76.7802734375
2022-10-09,Adam Harrison,Ohio State football,Jim Harbaugh,Oscar nominations 2024,Adan Canto,NFL Games Today,"Perry, Iowa",New Year's Day,Super Bowl 2024,Dallas Cowboys,Kansas City Chiefs,Alabama vs Michigan,Nick Saban retiring,Vince McMahon,Jason Kelce retire,Powerball,Super Bowl,Ecuador,Penn State football,Pete Carroll,NFL playoff picture,Doc Rivers,Rickey Smiley,Lipid,Dexter King,10659.9501953125,10766.6904296875,10088.830078125,10321.3896484375,22512590000,-331.0107421875
2022-10-16,Ohio State football,Vince McMahon,"Perry, Iowa",New Year's Day,Adam Harrison,Super Bowl 2024,Dallas Cowboys,Oscar nominations 2024,Jim Harbaugh,Adan Canto,NFL Games Today,Nick Saban retiring,Kansas City Chiefs,Powerball,Jason Kelce retire,Alabama vs Michigan,NFL playoff picture,Penn State football,Doc Rivers,Ecuador,Super Bowl,Dexter King,Lipid,Rickey Smiley,Pete Carroll,10575.650390625,10972.9697265625,10542.4296875,10859.7197265625,23776090000,538.330078125
2022-10-23,Alabama vs Michigan,Ohio State football,"Perry, Iowa",Jason Kelce retire,Jim Harbaugh,Vince McMahon,Super Bowl 2024,Adan Canto,Dallas Cowboys,Kansas City Chiefs,Oscar nominations 2024,Adam Harrison,NFL Games Today,Powerball,Nick Saban retiring,New Year's Day,Dexter King,NFL playoff picture,Super Bowl,Lipid,Ecuador,Penn State football,Pete Carroll,Doc Rivers,Rickey Smiley,10867.0703125,11210.3798828125,10713.330078125,11102.4501953125,24680370000,242.73046875
2022-10-30,New Year's Day,Ohio State football,Vince McMahon,Adam Harrison,Jim Harbaugh,Dallas Cowboys,NFL Games Today,Kansas City Chiefs,Nick Saban retiring,Oscar nominations 2024,Jason Kelce retire,Adan Canto,Super Bowl 2024,"Perry, Iowa",Powerball,Alabama vs Michigan,Lipid,Pete Carroll,Doc Rivers,Dexter King,NFL playoff picture,Ecuador,Super Bowl,Rickey Smiley,Penn State football,11028.4296875,11156.349609375,10262.9296875,10475.25,25423620000,-627.2001953125
2022-11-06,Ohio State football,Super Bowl 2024,"Perry, Iowa",New Year's Day,NFL Games Today,Jason Kelce retire,Oscar nominations 2024,Powerball,Vince McMahon,Adam Harrison,Alabama vs Michigan,Kansas City Chiefs,Adan Canto,Jim Harbaugh,Nick Saban retiring,Dallas Cowboys,Dexter King,Penn State football,Super Bowl,Ecuador,Rickey Smiley,Doc Rivers,Lipid,NFL playoff picture,Pete Carroll,10516.9404296875,11352.4296875,10344.009765625,11323.330078125,26869400000,848.080078125
2022-11-13,Adan Canto,Jason Kelce retire,Adam Harrison,Oscar nominations 2024,Ohio State football,Dallas Cowboys,Vince McMahon,New Year's Day,Kansas City Chiefs,Super Bowl 2024,Jim Harbaugh,NFL Games Today,Powerball,Alabama vs Michigan,Nick Saban retiring,"Perry, Iowa",NFL playoff picture,Dexter King,Ecuador,Lipid,Super Bowl,Rickey Smiley,Pete Carroll,Penn State football,Doc Rivers,11233.900390625,11492.6201171875,11006.2099609375,11146.0595703125,23736340000,-177.2705078125
2022-11-20,Powerball,"Perry, Iowa",Alabama vs Michigan,Ohio State football,Adan Canto,Jim Harbaugh,Super Bowl 2024,New Year's Day,NFL Games Today,Dallas Cowboys,Vince McMahon,Nick Saban retiring,Oscar nominations 2024,Jason Kelce retire,Kansas City Chiefs,Adam Harrison,Penn State football,Rickey Smiley,Dexter King,Ecuador,Lipid,Pete Carroll,Super Bowl,NFL playoff picture,Doc Rivers,11091.009765625,11310.8203125,10975.66015625,11226.3603515625,14779100000,80.30078125
2022-11-27,Ohio State football,Vince McMahon,Jim Harbaugh,Adam Harrison,Kansas City Chiefs,"Perry, Iowa",Super Bowl 2024,Adan Canto,Powerball,NFL Games Today,Nick Saban retiring,Oscar nominations 2024,Jason Kelce retire,New Year's Day,Dallas Cowboys,Alabama vs Michigan,Doc Rivers,Pete Carroll,Super Bowl,Dexter King,Ecuador,Penn State football,NFL playoff picture,Lipid,Rickey Smiley,11147.5703125,11546.76953125,10944.3701171875,11461.5,25198780000,235.1396484375
2022-12-04,Ohio State football,Adan Canto,Oscar nominations 2024,Powerball,Nick Saban retiring,"Perry, Iowa",Alabama vs Michigan,New Year's Day,Dallas Cowboys,Kansas City Chiefs,Jason Kelce retire,Jim Harbaugh,Super Bowl 2024,Adam Harrison,Vince McMahon,NFL Games Today,Doc Rivers,Ecuador,Lipid,Dexter King,Pete Carroll,Super Bowl,Penn State football,Rickey Smiley,NFL playoff picture,11380.990234375,11425.509765625,10910.6201171875,11004.6201171875,22186460000,-456.8798828125
2022-12-11,Super Bowl 2024,New Year's Day,Jim Harbaugh,Jason Kelce retire,"Perry, Iowa",Adan Canto,Vince McMahon,Dallas Cowboys,Ohio State football,Kansas City Chiefs,NFL Games Today,Powerball,Alabama vs Michigan,Nick Saban retiring,Adam Harrison,Oscar nominations 2024,Penn State football,NFL playoff picture,Ecuador,Pete Carroll,Lipid,Super Bowl,Doc Rivers,Dexter King,Rickey Smiley,11015.48046875,11571.6396484375,10642.099609375,10705.41015625,29946270000,-299.2099609375
2022-12-18,Kansas City Chiefs,Super Bowl 2024,Jim Harbaugh,Jason Kelce retire,Adam Harrison,Powerball,Vince McMahon,Oscar nominations 2024,Nick Saban retiring,"Perry, Iowa",NFL Games Today,Ohio State football,Adan Canto,New Year's Day,Alabama vs Michigan,Dallas Cowboys,Super Bowl,Penn State football,Ecuador,Doc Rivers,Lipid,Dexter King,NFL playoff picture,Pete Carroll,Rickey Smiley,10707.4404296875,10753.5703125,10313.3203125,10497.8603515625,22410180000,-207.5498046875
2022-12-25,Jason Kelce retire,Vince McMahon,Adam Harrison,Ohio State football,Kansas City Chiefs,Alabama vs Michigan,Super Bowl 2024,Dallas Cowboys,Adan Canto,NFL Games Today,Oscar nominations 2024,Powerball,Nick Saban retiring,"Perry, Iowa",Jim Harbaugh,New Year's Day,Doc Rivers,Lipid,NFL playoff picture,Super Bowl,Ecuador,Dexter King,Rickey Smiley,Penn State football,Pete Carroll,10462.1904296875,10502.080078125,10207.4697265625,10466.48046875,15783390000,-31.3798828125
2023-01-01,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,10562.0595703125,10613.0595703125,10265.0400390625,10569.2900390625,19830080000,102.8095703125
2023-01-08,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,10662.099609375,11084.009765625,10589.58984375,11079.16015625,25886490000,509.8701171875
2023-01-15,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11070.0,11223.41015625,10804.5703125,11140.4296875,21067950000,61.26953125
2023-01-22,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11171.9404296875,11691.8896484375,11069.1796875,11621.7099609375,29130930000,481.2802734375
2023-01-29,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11512.33984375,12269.5498046875,11388.5400390625,12006.9501953125,30146210000,385.240234375
2023-02-05,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11904.41015625,12150.2197265625,11630.5400390625,11718.1201171875,26732780000,-288.830078125
2023-02-12,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11759.08984375,12071.2900390625,11673.2099609375,11787.26953125,24926590000,69.1494140625
2023-02-19,Alabama vs Michigan,Oscar nominations 2024,Jim Harbaugh,Vince McMahon,Adan Canto,Super Bowl 2024,Adam Harrison,Kansas City Chiefs,Powerball,NFL Games Today,Jason Kelce retire,Ohio State football,"Perry, Iowa",New Year's Day,Dallas Cowboys,Nick Saban retiring,Pete Carroll,NFL playoff picture,Doc Rivers,Ecuador,Rickey Smiley,Super Bowl,Lipid,Dexter King,Penn State football,11640.3701171875,11684.1396484375,11334.4697265625,11394.9404296875,18821040000,-392.3291015625
